word,synonyms
jollín,"['jarana', 'jolgorio', 'bulla']"
jonote,['capulín']
jorguín,"['hechicero', 'brujo', 'mago']"
jornada,"['día', 'caminata', 'excursión', 'marcha', 'trayecto', 'viaje', 'etapa', 'recorrido']"
jornal,"['sueldo', 'salario', 'paga', 'emolumentos', 'retribución', 'asignación', 'estipendio', 'honorarios']"
jornalero,"['mercenario', 'asalariado']"
joroba,"['mortificación', 'molestia', 'fastidio', 'impertinencia', 'pesadez', 'enfado', 'lata', 'gaita', 'rollo']"
jorobado,"['jiboso', 'chepudo', 'corcovado', 'deforme', 'gibado', 'encorvado', 'contrahecho']"
jorobar,"['joder', 'jeringar', 'fastidiar', 'estropear', 'descomponer', 'deshacer', 'vulnerar']"
joven,"['zagal', 'adolescente', 'chavea', 'pollo', 'mancebo', 'mozo', 'muchacho']"
jovencita,"['guayabo', 'muchacha', 'bombón ']"
jovenzuelo,"['mozuelo', 'mozalbete', 'chaval', 'mocito', 'muchacho']"
jovial,"['optimista', 'eufórico', 'animoso', 'entusiasta', 'ilusionado']"
jovialidad,"['broma', 'alegría', 'vivacidad', 'animación', 'entusiasmo', 'marcha', 'optimismo', 'entretenimiento', 'diversión', 'placer', 'fiesta', 'jarana', 'vacilada', 'goce']"
joya,"['tesoro', 'alhaja', 'sortija', 'dije', 'gema', 'maravilla']"
joyería,"['orfebrería', 'bisutería', 'platería']"
joyero,"['orfebre', 'gemólogo', 'platero', 'diamantista', 'orífice']"
juanete,"['abultamiento', 'callo', 'deformidad', 'hueso']"
jubilación,"['subsidio', 'pensión', 'subvención', 'renta', 'compensación']"
jubilado,['retirado']
jubilar,"['licenciar', 'despachar', 'despedir', 'descargar', 'librar', 'excluir']"
jubileo,"['fiesta', 'celebración', 'conmemoración', 'solemnidad', 'aniversario', 'festividad']"
jubiloso,"['gozoso', 'dichoso', 'feliz', 'afortunado', 'alborozado', 'complacido', 'encantado', 'radiante', 'alegre']"
jubón,"['faja', 'ceñidor', 'corsé', 'justillo']"
judaico,['judío']
judaísmo,"['semitismo', 'hebraísmo', 'sionismo']"
judas,"['infiel', 'desleal', 'falso', 'traidor', 'felón', 'delator', 'hipócrita']"
judería,"['gueto', 'morería', 'aljama']"
judiada,"['trastada', 'aena ', 'jugada', 'jugarreta', 'deslealtad', 'crueldad', 'explotación', 'cabronada', 'infamia', 'putada', 'mala pasada', 'engaño', 'faena', 'guarrada', 'canallada']"
judicatura,"['juzgado', 'magistratura', 'auditoría', 'tribunal', 'audiencia', 'curia', 'chancillería', 'supremo']"
judicial,"['legal', 'lícito', 'legítimo', 'permitido', 'admitido', 'justo', 'reglamentario', 'constitucional', 'procesal']"
judía,"['fríjol', 'faba', 'fréjol', 'habichuela', 'alubia', 'poroto']"
judío,"['sionista', 'semita', 'hebreo', 'israelita', 'sefardita']"
judo,['yudo']
juego,"['surtido', 'equipo', 'serie', 'conjunto', 'colección', 'muestrario', 'repertorio', 'grupo', 'selección']"
juegos olímpicos,"['olimpiada', 'olimpíada']"
juerga,"['sarao', 'fiesta']"
juerguista,"['parrandero', 'jaranero', 'vividor', 'calavera', 'tarambana']"
juez,"['magistrado', 'árbitro', 'mediador', 'enjuiciador ', 'sentenciador', 'togado']"
jugada,"['trastada', 'ruindad', 'deshonor', 'abyección', 'infamia', 'chiquillada', 'faena', 'jugarreta', 'putada', 'barrabasada', 'marranada', 'bajeza', 'ignominia', 'travesura', 'desatino', 'despropósito', 'dislate', 'disparate', 'atropello', 'barbaridad']"
jugador,"['ludópata', 'tahúr']"
jugar,"['recrearse', 'retozar', 'juguetear', 'divertirse', 'entretenerse', 'esparcirse', 'brincar', 'corretear']"
jugarreta,"['pasada', 'jugada', 'trastada', 'bribonada', 'faena', 'vileza', 'trampa', 'engaño', 'treta', 'canallada', 'bribonería', 'pillería']"
juglar,"['bufo', 'grotesco', 'cómico', 'chirigotero', 'bufonesco', 'burlesco', 'ridículo', 'payaso', 'histrión', 'bufón', 'caricato', 'chocarrero', 'chufletero', 'hazmerreír', 'jocoso', 'festivo', 'chistoso', 'chancero', 'divertido', 'entretenido', 'sarcástico']"
jugo,"['rendimiento', 'beneficio', 'utilidad', 'provecho', 'conveniencia', 'lucro', 'ventaja']"
jugoso,"['sabroso', 'cladoso ', 'delicioso', 'suculento']"
juguete,"['cachivache', 'muñeco', 'chisme', 'trasto', 'cacharro', 'trebejo', 'artefacto', 'bártulo', 'mamotreto', 'utensilio', 'chirimbolo']"
juguetear,"['jugar', 'recrearse', 'retozar', 'divertirse', 'entretenerse', 'esparcirse', 'brincar', 'corretear']"
jugueteo,['juego']
juguetón,"['jovial', 'festivo', 'chacotero', 'humorista', 'chancero', 'bullicioso', 'cómico', 'bromista', 'humorístico', 'placentero', 'risueño', 'chirigotero', 'jaranero', 'chistoso', 'divertido', 'gracioso', 'burlón', 'cachondo', 'guasón', 'chunguero ', 'bufón', 'jocoso', 'socarrón', 'ganso', 'payaso']"
juicio,"['tesis', 'argumento', 'conclusión', 'exposición', 'parecer', 'proposición', 'teoría']"
juicioso,"['reflexivo', 'ponderado']"
juma,"['bimba', 'sombrero', 'chistera', 'hongo', 'borrachera ', 'melopea ', 'curda ', 'mona ', 'embriaguez', 'ebriedad', 'merluza ', 'tajada', 'cogorza', 'moña', 'llorona', 'tranca', 'tablón', 'turca', 'jumera', 'pea', 'pítima', 'manta', 'pedal', 'pedo', 'cuelgue']"
jumarse,"['emborracharse', 'embriagarse']"
jumento,"['borrico', 'asno', 'pollino', 'burro', 'garañón', 'rucio', 'onagro', 'rucho']"
jumera,"['bimba', 'sombrero', 'chistera', 'hongo', 'borrachera ', 'melopea ', 'curda ', 'mona ', 'embriaguez', 'ebriedad', 'merluza ', 'tajada', 'cogorza', 'moña', 'llorona', 'tranca', 'tablón', 'turca', 'juma', 'pea', 'pítima', 'manta', 'pedal', 'pedo', 'cuelgue']"
juncal,"['bizarro', 'apuesto', 'airoso', 'gallardo', 'esbelto', 'arrogante', 'gentil']"
junco,"['tallo', 'caña', 'vara', 'verga']"
jungla,"['bosque', 'selva', 'foresta', 'fronda', 'arboleda', 'monte', 'follaje', 'floresta', 'arbolado', 'soto', 'espesura', 'carrascal', 'cordillera', 'sierra', 'loma', 'montaña', 'pico', 'cerro', 'colina']"
junta,"['unión', 'articulación', 'juntura', 'acoplamiento', 'trabazón']"
juntar,"['reconcentrar', 'reunir', 'concentrar', 'ensimismarse', 'recogerse', 'abstraerse']"
juntarse,"['agolparse', 'amontonarse', 'acumularse', 'apelotonarse', 'hacinarse', 'aglomerarse', 'apiñarse', 'arremolinarse', 'congregarse', 'concurrir', 'afluir', 'reunirse']"
junto,"['próximo', 'cercano', 'unido', 'contiguo', 'adyacente', 'anejo', 'adjunto', 'yuxtapuesto', 'conexo', 'inmediato', 'pegado', 'vecino', 'acoplado', 'fusionado', 'ligado']"
junto a,"['cabe', 'cerca de']"
juntura,"['sutura', 'articulación', 'empalme', 'unión', 'acoplamiento', 'soldadura', 'costura', 'junta', 'ensambladura']"
jura,['juramento']
jurado,"['comité', 'tribunal', 'junta', 'comisión', 'cuerpo', 'grupo', 'delegación', 'miembros']"
juramentar,"['prometer', 'jurar', 'asegurar', 'garantizar']"
juramento,"['promesa', 'compromiso', 'palabra', 'voto', 'testimonio', 'fidelidad', 'fe', 'ofrenda']"
juramentoso,"['blasfemo', 'blasfemador', 'blasfemante', 'irreverente', 'execrador', 'imprecador ', 'juramentoso ', 'malhablado', 'renegador', 'maldiciente']"
jurar,"['testimoniar', 'juramentar', 'prometer', 'asegurar', 'certificar', 'garantizar', 'apalabrar', 'afirmar', 'confirmar']"
jurel,"['caballa', 'verdel ']"
jurisdiccional,"['regional', 'comarcal', 'territorial', 'municipal', 'departamental', 'interno']"
jurisdicción,"['lugar', 'emplazamiento', 'sitio', 'punto', 'lado', 'zona', 'área', 'extensión', 'superficie', 'espacio', 'división', 'circunscripción']"
jurisprudencia,"['ley', 'justicia', 'legislación', 'legalidad', 'estatuto', 'código', 'constitución', 'norma', 'precepto', 'disposición', 'edicto']"
jurídico,"['legal', 'judicial', 'forense', 'procesal', 'sumarial']"
justa,"['lid', 'combate', 'batalla', 'pelea', 'contienda', 'lidia', 'lucha', 'liza', 'pugna', 'torneo']"
justamente,"['precisamente', 'ciertamente', 'evidentemente']"
justicia,"['rectitud', 'integridad', 'imparcialidad']"
justiciero,"['recto', 'derecho', 'justo', 'íntegro', 'imparcial']"
justificable,"['defendible', 'comprensible', 'disculpable', 'explicable', 'razonable']"
justificación,"['lenitivo', 'bálsamo', 'alivio', 'atenuante', 'calmante', 'consuelo', 'emoliente', 'eximente']"
justificar,"['basarse', 'fundarse', 'fundamentarse', 'apoyarse', 'probar', 'demostrar']"
justificarse,"['agarrarse', 'valerse', 'servirse', 'escudarse', 'ampararse', 'refugiarse', 'excusarse']"
justillo,"['faja', 'ceñidor', 'corsé', 'jubón']"
justipreciar,"['evaluar', 'tasar', 'valorar', 'estimar', 'calcular', 'peritar']"
justiprecio,"['valoración', 'tasación', 'evaluación', 'cálculo', 'estimación', 'apreciación']"
justo,"['recto', 'derecho', 'justiciero', 'íntegro', 'imparcial']"
juvenil,"['tierno', 'joven', 'rozagante', 'lozano', 'vivaz', 'alegre', 'jovial']"
juventud,"['mocedad', 'adolescencia', 'pubertad', 'pubescencia', 'lozanía', 'inexperiencia', 'nubilidad']"
juzgado,"['magistratura', 'auditoría', 'tribunal', 'judicatura', 'audiencia', 'curia', 'chancillería', 'supremo']"
juzgador,"['crítico', 'juez', 'censor', 'decisivo', 'crucial', 'delicado']"
juzgar,"['figurarse', 'estimar', 'conceptuar', 'considerar', 'opinar', 'creer', 'pensar', 'suponer']"
júbilo,"['felicidad', 'dicha', 'contento', 'gozo', 'placer', 'delicia', 'complacencia', 'gusto']"
júnior,"['alevín', 'pececillo']"
k.o.,"['knockout ', 'fuera de combate', 'noqueado ', 'inconsciente', 'k.o. ', 'pasmado']"
kaki,"['pardo', 'caqui', 'ocre', 'verdoso']"
kan,"['káiser', 'césar', 'monarca', 'caudillo']"
karst,['karst']
káiser,"['césar', 'monarca', 'caudillo', 'kan']"
kárstico,['kárstico']
kepis,"['quepis', 'kepí', 'ros']"
kepí,"['quepis', 'kepis', 'ros']"
kermés,"['quermés', 'verbena']"
kif,"['quif', 'hachís', 'costo', 'chocolate']"
kilo,['kilogramo']
kilogramo,['kilo']
kilométrico,"['interminable', 'larguísimo ', 'largo', 'inacabable', 'lento', 'duradero', 'tardío', 'fastidioso', 'tedioso']"
kindergarten,"['kindergarten ', 'parvulario', 'guardería', 'jardín de infancia']"
kiosco,"['tenderete', 'garita', 'puesto', 'templete', 'quiosco']"
knock-out,"['knockout ', 'fuera de combate', 'noqueado ', 'inconsciente', 'k.o. ', 'pasmado']"
lp,"['álbum', 'disco', 'elepé']"
labe,"['mácula', 'mancha', 'tacha', 'tizne', 'chafarrinada', 'churrete', 'trampa', 'mentira', 'engaño', 'embuste']"
laberinto,"['embrollo', 'jaleo', 'enredo', 'lío', 'barullo', 'alboroto', 'bullicio', 'caos', 'confusión', 'maraña', 'follón', 'algarada', 'algarabía', 'barahúnda', 'escándalo', 'ruido', 'tumulto']"
laberíntico,"['enmarañado', 'complicado', 'confuso', 'difícil', 'embrollado', 'intrincado', 'tortuoso', 'enredado']"
labia,"['jabón', 'lisonja', 'halago', 'zalamería', 'adulación', 'coba', 'arrumaco', 'carantoña', 'lagotería', 'agasajo']"
labial,"['bucal', 'lingual', 'dental', 'oral']"
labio,"['canto', 'borde', 'ribete', 'reborde', 'arista', 'resalte', 'orilla']"
labios,"['jeta', 'morro', 'hocico', 'belfos', 'boca']"
labioso,"['adulador', 'carantoñero', 'halagador', 'embelesador ', 'lagotero', 'lisonjeador', 'melifluo', 'pelotillero', 'zalamero', 'lameculos']"
labor,"['trabajo', 'actividad', 'faena', 'ocupación', 'quehacer', 'tarea', 'tajo']"
laborable,"['hábil', 'no festivo', 'lectivo']"
laborado,"['labrado', 'arado', 'cultivado', 'cavado', 'plantado', 'sembrado', 'movido']"
laboral,"['sindical', 'gremial', 'profesional']"
laborar,"['ocuparse', 'trabajar', 'aplicarse', 'encargarse', 'gestionar', 'laborear', 'labrar']"
laboratorio,"['farmacia', 'botica', 'droguería', 'apoteca']"
laborear,"['trabajar', 'labrar']"
laboreo,"['labor', 'cultivo', 'labranza', 'agricultura']"
laboriosamente,"['diligentemente', 'trabajosamente', 'aplicadamente ']"
laboriosidad,"['actividad', 'afán', 'celo', 'diligencia', 'esfuerzo', 'dedicación', 'aplicación', 'dinamismo', 'tenacidad', 'tesón', 'vigor', 'aliento', 'valentía']"
laborioso,"['trabajoso', 'complicado', 'difícil', 'dificultoso', 'penoso', 'espinoso', 'arduo', 'embrollado']"
laborista,['socialista']
labrado,"['grabado', 'adornado', 'recamado', 'bordado', 'tallado', 'cincelado', 'repujado']"
labrador,"['jornalero', 'bracero', 'obrero', 'operario', 'asalariado', 'peón', 'albañil']"
labrantío,"['sembradío', 'cultivable']"
labranza,"['labor', 'cultivo', 'laboreo', 'agricultura']"
labrar,"['roturar', 'arar', 'cavar', 'plantar', 'sembrar', 'barbechar', 'surcar']"
labrarse,"['labrarse ', 'prepararse', 'forjarse', 'formarse', 'hacerse', 'crearse']"
labriego,"['labrador', 'agricultor', 'campesino', 'horticultor', 'aldeano', 'gañán', 'rústico', 'cultivador']"
laca,"['esmalte', 'afeite', 'pintura', 'baño', 'charol', 'lustre', 'pavón', 'tintura', 'barniz', 'gomorresina']"
lacar,"['barnizar', 'esmaltar', 'embarnizar', 'tintar', 'vidriar', 'charolar', 'pintar', 'vitrificar']"
lacayo,"['valet', 'sirviente', 'mayordomo', 'criado']"
lacedemonio,['espartano']
laceración,"['magullamiento', 'lesión', 'traumatismo', 'daño', 'golpe', 'herida', 'llaga', 'afección', 'contusión', 'dolencia']"
lacerante,"['punzante', 'hiriente', 'profundo', 'doloroso', 'penoso', 'mordaz', 'malintencionado']"
lacerar,"['lastimar', 'magullar', 'lesionar', 'contosionar ', 'dañar', 'herir', 'lisiar']"
lacería,"['molestia', 'pena', 'fatiga', 'trabajo']"
lacero,"['gaucho', 'vaquero', 'jinete', 'llanero', 'trampero', 'apresador']"
lacio,"['marchito', 'flácido', 'débil', 'flojo', 'mustio', 'laxo', 'lánguido', 'decaido']"
laconismo,"['concisión', 'brevedad', 'condensación', 'síntesis', 'sequedad', 'limitación', 'cortedad', 'caducidad', 'estrechez', 'fugacidad', 'ligereza', 'prontitud', 'pequeñez']"
lacónicamente,"['concisamente', 'brevemente', 'sucintamente', 'sumariamente', 'escuetamente', 'fugazmente', 'instantáneamente', 'momentáneamente', 'rápidamente', 'en menos que canta un gallo']"
lacónico,"['escueto', 'conciso', 'parco', 'breve', 'abreviado', 'cortante', 'seco', 'sobrio', 'sucinto', 'reducido', 'corto', 'efímero', 'momentáneo', 'pasajero', 'transitorio', 'limitado', 'perecedero', 'precario', 'temporal', 'exiguo', 'fugaz']"
lacra,"['marca', 'señal', 'cicatriz', 'sutura', 'huella', 'herida', 'chirlo']"
lacrar,"['perjudicar', 'dañar', 'deteriorar', 'afectar', 'contagiar', 'conmover', 'influir', 'emocionar', 'impactar']"
lacre,"['pasta', 'sello', 'barra']"
lacrimoso,"['lloroso', 'compungido']"
lacrimógeno,"['irritante', 'lacrimoso', 'picante']"
lactación,"['lactancia', 'amamantamiento', 'crianza']"
lactancia,"['amamantamiento', 'lactación', 'crianza']"
lactante,"['rorro', 'infante', 'bebé', 'mamón']"
lactar,"['nutrir', 'amamantar', 'criar', 'alimentar', 'cebar', 'proveer', 'concurrircomer', 'sustentar', 'mantener', 'sostener']"
lactífero,"['lácteo', 'lechoso', 'láctico']"
lactosa,"['leche', 'calostro', 'cuajada', 'crema', 'nata', 'caseína', 'cuajo', 'látex', 'caucho', 'goma']"
ladeado,"['oblicuo', 'inclinado', 'sesgado', 'torcido', 'esquinado']"
ladear,"['sesgar', 'inclinar', 'torcer', 'terciar', 'doblar', 'escorar', 'soslayar', 'desplazar', 'arrinconar', 'perfilar']"
ladeo,"['marro', 'regate', 'quiebro', 'finta']"
ladera,"['talud', 'declive', 'pendiente', 'ribazo', 'cuesta', 'falda', 'vertiente', 'bajada', 'rampa', 'desnivel', 'inclinación', 'escarpe']"
ladino,"['zamacuco', 'taimado', 'mojigato', 'zorro', 'astuto', 'cuco']"
lado,"['lugar', 'emplazamiento', 'sitio', 'punto', 'zona', 'área', 'extensión', 'superficie', 'espacio', 'división', 'circunscripción', 'jurisdicción']"
ladrador,"['gruñidor', 'gruñón', 'vocinglero']"
ladrar,"['vocear', 'alborotar', 'gritar', 'amenazar']"
ladrido,"['gruñido', 'grito', 'chillido', 'quejido']"
ladrillo,"['baldosa', 'baldosón', 'adobe', 'rasilla', 'teja', 'tocho', 'tesela', 'briqueta', 'azulejo', 'baldosín']"
ladronzuelo,"['ratero', 'caco', 'chorizo']"
ladrón,"['rapaz', 'robador', 'ave de rapiña']"
lagaña,"['legaña', 'pitaña', 'pitarra']"
lagar,"['bodega', 'almazara', 'cava', 'almijar', 'tino', 'trujal', 'trullo', 'cueva', 'sótano', 'cripta', 'subterráneo', 'bodegón', 'despensa', 'silo']"
lagartija,"['lagarto', 'reptil', 'saurio']"
lagarto,"['yacaré', 'caimán', 'cocodrilo']"
lago,['laguna']
lagotería,"['jabón', 'lisonja', 'halago', 'zalamería', 'adulación', 'coba', 'arrumaco', 'carantoña', 'labia', 'agasajo']"
lagotero,"['labioso', 'adulador', 'carantoñero', 'halagador', 'embelesador ', 'lisonjeador', 'melifluo', 'pelotillero', 'zalamero', 'lameculos']"
lagrimear,"['lloriquear', 'llorar', 'gimotear', 'sollozar', 'plañir', 'gemir']"
lagrimoso,"['lacrimoso', 'implorante ', 'lastimero', 'compungido', 'lloroso', 'triste', 'afligido']"
laguna,"['rebalsa', 'embalse', 'pantano', 'estanque', 'balsa', 'estero']"
lagunajo,"['lago', 'charca', 'charcal', 'albufera', 'estanque', 'laguna', 'marisma', 'alberca', 'pantano', 'balsa', 'estero', 'charco', 'tranquilidad', 'quietud', 'sosiego', 'calma']"
lahar,['lahar']
laico,"['lego', 'secular', 'seglar', 'secularizado', 'civil', 'mundano', 'profano', 'terrenal']"
laja,"['losa', 'lasca', 'lastra']"
lama,"['légamo', 'fango', 'lodo', 'cardenillo', 'cieno', 'moho']"
lambrija,"['gusano', 'lombriz']"
lambrucear,"['gulusmear', 'golosinear', 'lechucear', 'lambucear']"
lambucear,"['gulusmear', 'golosinear', 'lechucear', 'lambrucear']"
lameculos,"['labioso', 'adulador', 'carantoñero', 'halagador', 'embelesador ', 'lagotero', 'lisonjeador', 'melifluo', 'pelotillero', 'zalamero']"
lamedal,"['barrero', 'cenagal', 'fangal', 'lodazal', 'tremedal', 'leganal', 'tembladal', 'barrizal', 'ciénaga']"
lamedura,"['lengüetada', 'lamida', 'lametón', 'lengüetazo', 'lenguarada']"
lamentable,"['luctuoso', 'funesto', 'triste', 'desgraciado', 'infeliz']"
lamentación,"['lamento', 'gimoteo', 'gemido', 'queja', 'quejido', 'plañido', 'clamor', 'llanto', 'lloro', 'sollozo', 'suspiro']"
lamentar,"['llorar', 'deplorar', 'sentir']"
lamentarse,"['quejumbrar', 'quejarse']"
lamento,"['quejumbre', 'queja']"
lamer,"['chupar', 'relamer', 'lengüetear']"
lamerón,"['goloso', 'dulcero', 'glotón', 'lameruzo']"
lameruzo,"['goloso', 'dulcero', 'glotón', 'lamerón']"
lametón,"['lengüetada', 'lamida', 'lengüetazo', 'lamedura', 'lenguarada']"
lamida,"['lengüetada', 'lametón', 'lengüetazo', 'lamedura', 'lenguarada']"
lamido,"['delgado', 'flaco', 'chupado', 'esquelético', 'fino', 'afilado', 'enjuto']"
laminación,"['laminado', 'aplastado', 'exfoliado', 'chapado']"
laminado,"['aplastado', 'laminación', 'exfoliado', 'chapado']"
laminador,"['laminadora', 'prensadora', 'cilindro', 'prensa', 'rodillo', 'calandria']"
laminadora,"['laminador', 'prensadora', 'cilindro', 'prensa', 'rodillo', 'calandria']"
laminar,"['aplastar', 'comprimir', 'aplanar', 'alisar', 'adelgazar', 'chapar', 'rebanar']"
laminilla,"['lámina', 'plancha', 'placa', 'hoja', 'tabla', 'rodaja', 'película', 'chapa', 'lata', 'viruta', 'loncha', 'lonja', 'capa']"
lamparilla,"['farol', 'lámpara', 'linterna', 'fanal', 'farola', 'reflector', 'candil', 'foco', 'quinqué', 'faro', 'vela', 'aplique', 'flexo', 'bombilla']"
lamparón,"['mancha', 'lámpara', 'grasa', 'suciedad']"
lampazo,"['bayeta', 'estropajo', 'trapo', 'escobón']"
lampiño,"['barbilampiño', 'desbarbado', 'imberbe', 'impúber', 'adolescente', 'joven', 'carilampiño']"
lana,"['vellón', 'borra', 'pelo', 'hebra', 'mechón', 'pelusa', 'guata', 'rizo', 'tirabuzón']"
lanar,"['ovejuno', 'ovino', 'merino']"
lance,"['querella', 'contienda', 'riña']"
lancear,"['rejonear', 'alancear']"
lancero,"['ulano', 'alabardero', 'alanceador', 'picador', 'rejoneador']"
lanceta,"['sangradera', 'bisturí', 'escalpelo', 'cuchilla', 'cuchillo', 'escarpelo', 'cacera']"
lancha,"['lastra', 'losa', 'laja']"
lanchero,"['barquero', 'marinero', 'batelero', 'remero', 'timonel', 'botero']"
lanchón,"['jábega', 'lancha', 'barquichuelo', 'falúa', 'canoa', 'barquilla', 'batel', 'bote', 'caique', 'chalana', 'chalupa', 'gabarra', 'yola', 'barcaza', 'barca', 'embarcación']"
lancurdia,['trucha']
landa,"['páramo', 'llanura', 'meseta', 'arenal', 'estepa', 'planicie', 'descampado']"
landó,"['carruaje', 'coche']"
langosta,"['caballeta', 'saltamontes', 'cigarrón']"
languidecer,"['desanimarse', 'deprimirse', 'abatirse', 'debilitarse', 'desalentarse', 'descorazonarse', 'enflaquecer', 'extenuarse', 'fatigarse', 'flojear', 'cansarse', 'decaer', 'declinar', 'decrecer', 'flaquear', 'disminuir', 'menguar', 'bajar', 'caer', 'descender', 'periclitar', 'agotarse', 'acabar']"
languidez,"['lasitud', 'abatimiento', 'cansancio', 'flojedad', 'agobio', 'desmayo', 'agotamiento', 'desaliento', 'descorazonamiento', 'fatiga', 'postración']"
lanoso,"['velludo', 'lanudo', 'velloso', 'peludo', 'afelpado', 'algodonoso', 'aterciopelado']"
lanudo,"['lanoso', 'velludo', 'velloso', 'peludo', 'afelpado', 'algodonoso', 'aterciopelado']"
lanza,"['venablo', 'pica', 'alabarda', 'aguijada', 'bichero', 'garrocha', 'rejón', 'lanceta', 'asta', 'vara', 'gancho', 'cloque', 'puya']"
lanzada,"['lanzazo', 'puyazo', 'rejonazo']"
lanzado,"['escopetado', 'rápido', 'vertiginoso', 'acelerado', 'ágil']"
lanzador,"['arrojador', 'tirador', 'atleta']"
lanzamiento,"['tirada', 'tiro']"
lanzar,"['eyectar', 'expeler', 'arrojar']"
lanzarse,"['osar', 'acometer', 'enfrentarse', 'animarse', 'atreverse', 'arriesgarse', 'descararse', 'decidirse']"
lanzazo,"['lanzada', 'puyazo', 'rejonazo']"
laña,"['grapa', 'gafa', 'enganche', 'gancho']"
lapa,"['cargante', 'latoso']"
lapiaz,['lapiaz']
lapicera,['birome']
lapicero,['lápiz']
lapidación,"['linchamiento', 'ejecución', 'ajusticiamiento', 'ahorcamiento']"
lapidar,"['apedrear', 'matar', 'linchar', 'aniquilar', 'eliminar', 'descalabrar']"
lapidario,"['tallista', 'joyero', 'grabador', 'platero', 'bisutero', 'marmolista', 'cincelador']"
lapislázuli,"['lazulita', 'cianea']"
lapo,"['gargajo', 'escupitajo', 'esputo', 'salivazo', 'gallo', 'expectoración', 'pollo']"
lapso,"['período', 'intervalo', 'transcurso', 'espacio', 'tiempo', 'curso', 'plazo', 'etapa']"
lapsus,"['lapso', 'omisión', 'olvido', 'error', 'desliz', 'falta', 'gazapo', 'descuido', 'errata', 'traspié']"
lar,"['casa', 'hogar', 'morada', 'domicilio', 'residencia', 'vivienda', 'techo', 'cobijo', 'aposento']"
lardear,"['engrasar', 'pringar', 'untar']"
lardo,"['sebo', 'grasa', 'tocino', 'gordo', 'manteca', 'unto']"
lardoso,"['pringoso', 'grasiento', 'mugriento', 'puerco', 'sucio', 'guarro', 'inmundo']"
largamente,"['dilatadamente', 'ampliamente', 'latamente', 'pródigamente', 'considerablemente', 'cumplidamente', 'con creces']"
largar,"['encasquetar', 'soltar', 'espetar']"
largarse,"['evaporarse', 'esfumarse', 'desvanecerse', 'desaparecer', 'irse', 'huir', 'escapar', 'escabullirse', 'escurrirse']"
largo,"['luengo', 'prolongado', 'dilatado']"
larguero,"['travesaño', 'vara', 'barrote', 'palo', 'tabla', 'madero', 'viga', 'soporte', 'apoyo', 'barra', 'barreta', 'palitroque', 'varilla']"
largueza,"['liberalidad', 'desprendimiento', 'generosidad', 'esplendidez', 'altruismo', 'dadivosidad', 'derroche', 'magnificencia', 'munificencia', 'prodigalidad']"
larguirucho,"['desproporcionado', 'desgalichado', 'alto', 'desgarbado', 'flaco', 'esquelético']"
larguísimo,"['kilométrico', 'interminable', 'larguísimo ', 'largo', 'inacabable', 'lento', 'duradero', 'tardío', 'fastidioso', 'tedioso']"
largura,"['longitud', 'largo', 'distancia']"
laringe,"['epiglotis', 'glotis', 'nuez', 'bocado de Adán']"
larva,"['gusano', 'oruga']"
larvado,"['escondido', 'oculto', 'disfrazado']"
lasca,"['trozo', 'esquirla', 'fragmento', 'añico', 'fracción', 'pizca']"
lascivia,"['salacidad', 'lujuria', 'concupiscencia', 'lubricidad', 'libidinosidad', 'libidine']"
lascivo,"['sátiro', 'lujurioso', 'libidinoso', 'lúbrico', 'impúdico', 'inmoral', 'rijoso', 'verde']"
lasitud,"['astenia', 'debilidad', 'decaimiento', 'flojedad', 'flojera', 'cansancio']"
lastimado,"['ofendido', 'dañado', 'herido', 'perjudicado', 'golpeado', 'agraviado']"
lastimar,"['ofender', 'mortificar', 'disgustar', 'incomodar', 'agraviar', 'injuriar', 'insultar', 'perjudicar', 'vaina']"
lastimarse,"['escoñarse', 'lesionarse', 'accidentarse']"
lastimero,"['plañidero', 'quejumbroso', 'quejoso', 'sollozante', 'lacrimoso', 'dolorido', 'suplicante', 'afligido', 'desgarrador', 'conmovedor']"
lastimoso,"['fatal', 'mal', 'pésimo', 'horrible', 'lamentable', 'deplorable', 'triste', 'desagradable', 'penoso', 'desolador', 'tremendo', 'angustioso', 'desesperante', 'patético']"
lastra,"['losa', 'laja', 'lancha']"
lastrar,"['cargar', 'alastrar', 'aplomar', 'sobrecargar', 'contrapesar', 'afianzar', 'estabilizar']"
lastre,"['traba', 'estorbo', 'inconveniente', 'rémora', 'obstáculo', 'impedimento', 'molestia', 'escollo', 'freno']"
lata,"['matraca', 'insistencia', 'porfía', 'tabarra', 'machaconería']"
latamente,"['largamente', 'dilatadamente', 'ampliamente', 'pródigamente', 'considerablemente', 'cumplidamente', 'con creces']"
latazo,"['fastidio', 'molestia', 'disgusto', 'enfado', 'aburrimiento', 'incomodidad', 'enojo', 'cansancio', 'hastío', 'tabarra', 'monserga', 'tostón', 'pesadez', 'lata', 'cantinela', 'perorata']"
latente,"['velado', 'escondido', 'disfrazado', 'oculto', 'implícito', 'encubierto', 'recóndito', 'secreto', 'lógico', 'profundo', 'subyacente']"
lateral,"['fronterizo', 'contiguo', 'limítrofe', 'adyacente', 'vecino', 'anexo', 'colateral', 'pegado', 'adjunto', 'supletorio']"
latido,"['pulsación', 'palpitación', 'pulso', 'sístole', 'diástole']"
latifundio,"['heredad', 'feudo', 'hacienda', 'propiedad', 'rancho', 'finca', 'dominio']"
latifundista,"['hacendado', 'terrateniente']"
