word,synonyms
latigazo,"['vergajazo', 'trallazo', 'zurriagazo', 'fustazo ', 'azote', 'cintarazo', 'correazo']"
latinoamericano,"['iberoamericano', 'hispanoamericano']"
latir,"['pulsar', 'palpitar', 'vivir']"
latitud,"['extensión', 'amplitud', 'anchura', 'distancia', 'holgura', 'espaciosidad', 'dilatación', 'desahogo', 'vastedad']"
lato,"['extenso', 'ancho', 'vasto', 'amplio', 'grande', 'extendido', 'dilatado', 'holgado', 'espacioso', 'anchuroso', 'alargado', 'sobrado', 'apaisado']"
latoso,"['pesado', 'plúmbeo', 'molesto', 'plomo', 'rollo', 'petardo', 'incordiante ', 'pelma', 'cargante', 'chinche']"
latrocinio,"['hurto', 'robo', 'timo', 'fraude', 'dolo', 'pillaje', 'rapiña', 'saqueo', 'estafa', 'desfalco']"
laudable,"['loable', 'plausible', 'encomiable', 'ensalzable ']"
laudatorio,"['encarecedor', 'alabador', 'elogioso', 'enaltecedor', 'ensalzador', 'encomiástico']"
laudo,"['fallo', 'veredicto', 'sentencia', 'resolución', 'decisión', 'dictamen', 'decreto', 'parecer', 'arbitraje']"
laureado,"['premiado', 'condecorado', 'galardonado', 'coronado', 'honrado', 'triunfante', 'vencedor']"
laurear,"['honrar', 'condecorar', 'distinguir', 'galardonar', 'premiar', 'coronar', 'enaltecer', 'glorificar', 'recompensar', 'ensalzar']"
laurel,"['premio', 'lauro', 'corona', 'recompensa', 'honra', 'honor', 'triunfo', 'homenaje', 'gloria', 'victoria']"
laureola,"['corona', 'aureola', 'halo']"
lauro,"['laurel', 'premio', 'corona', 'recompensa', 'honra', 'honor', 'triunfo', 'homenaje', 'gloria', 'victoria']"
laúd,"['guitarra', 'vihuela', 'bandurria']"
lava,['magma']
lavabo,"['servicio', 'excusado', 'retrete', 'aseo', 'baño', 'tocador', 'wáter ', 'letrina']"
lavadero,"['tina', 'fregadero', 'artesa', 'baño', 'ducha', 'pilón', 'pila']"
lavado,"['limpieza', 'pulcritud', 'aseo', 'higiene', 'saneamiento', 'desinfección', 'higienización', 'ablución', 'fregado', 'barrido', 'cepillado', 'frotado', 'colada']"
lavamanos,"['palangana', 'aguamanil', 'jofaina']"
lavanda,"['espliego', 'lavándula']"
lavandera,['aguzanieves']
lavar,"['limpiar', 'escobillar', 'higienizar', 'fregar', 'barrer', 'bañar', 'duchar', 'enjuagar', 'quitar', 'lustrar', 'acicalar', 'rociar', 'asear', 'escobar', 'cepillar', 'barrisquear ']"
lavar el cerebro,"['adoctrinar', 'aleccionar', 'enseñar', 'instruir', 'adiestrar', 'preparar', 'comer el coco', 'aconsejar', 'entrenar', 'avezar', 'curtir', 'disciplinar', 'escarmentar', 'corregir', 'edificar', 'ejemplizar']"
lavativa,"['jeringa', 'cánula', 'jeringuilla', 'inyección']"
lavatorio,"['lavabo', 'aguamanil', 'pila']"
lavándula,"['lavanda', 'espliego']"
lave,['lava']
laxante,"['relajante', 'purgante', 'laxativo', 'purga', 'emoliente', 'suavizante', 'purificante ']"
laxar,"['aflojar', 'relajar', 'suavizar', 'ablandar', 'purgar', 'exonerar', 'limar', 'afinar', 'afilar']"
laxativo,"['laxante', 'relajante', 'purgante', 'purga', 'emoliente', 'suavizante', 'purificante ']"
laxitud,['relajación']
laxo,"['lacio', 'marchito', 'flácido', 'débil', 'flojo', 'mustio', 'lánguido', 'decaido']"
laya,"['talante', 'ralea', 'naturaleza', 'calaña', 'condición', 'especie', 'índole', 'clase', 'jaez', 'género', 'peaje']"
lazada,"['lazo', 'nudo', 'atadura', 'ligadura', 'cordón', 'traílla', 'cuerda']"
lazar,"['sujetar', 'coger', 'enlazar', 'apresar', 'cazar', 'capturar', 'prender', 'atrapar', 'agarrar', 'detener', 'arrestar', 'aprisionar']"
lazareto,"['malatería', 'leprosería']"
lazarillo,"['guía', 'conductor', 'director', 'orientador', 'piloto', 'práctico', 'monitor', 'explorador', 'timonel', 'capitán', 'cicerone', 'intérprete', 'postillón']"
lazo,"['vinculación', 'afinidad', 'vínculo', 'conexión', 'unión', 'alianza', 'obligación', 'parentesco']"
lazulita,"['lapislázuli', 'cianea']"
lábaro,['crismón']
lábil,"['escurridizo', 'movedizo', 'resbaladizo', 'resbaloso', 'deslizable', 'esquivo', 'evasivo', 'huidizo']"
lácteo,"['lechoso', 'láctico', 'lactífero']"
láctico,"['lácteo', 'lechoso', 'lactífero']"
lágrima,"['sollozo', 'lloro', 'lamento']"
lámina,"['plancha', 'placa', 'hoja', 'tabla', 'rodaja', 'película', 'chapa', 'lata', 'viruta', 'loncha', 'lonja', 'capa', 'laminilla']"
lámpara,"['lamparón', 'mancha', 'grasa', 'suciedad']"
lánguido,"['postrado', 'abatido', 'desalentado', 'desanimado', 'descorazonado', 'flojo', 'débil', 'cansado', 'derrengado', 'extenuado', 'fatigado', 'indolente']"
lápida,"['losa', 'placa', 'plancha']"
lápiz,"['lapicero', 'grafito', 'portaminas', 'carboncillo']"
lárice,['alerce']
lástima,"['compasión', 'pena', 'disgusto', 'caridad', 'conmiseración', 'misericordia', 'piedad', 'queja', 'dolor', 'lamento', 'grima']"
látex,"['leche', 'calostro', 'lactosa', 'cuajada', 'crema', 'nata', 'caseína', 'cuajo', 'caucho', 'goma']"
látigo,"['vegajo', 'fusta']"
leal,"['fiel', 'noble', 'legal', 'honrado', 'amigo', 'adepto', 'devoto', 'fidedigno', 'seguidor', 'partidario', 'incondicional', 'fanático', 'simpatizante']"
lealmente,"['rectamente', 'honradamente', 'noblemente', 'caballerosamente', 'altruistamente', 'hidalgamente', 'señorialmente', 'generosamente', 'educadamente']"
lealtad,"['nobleza', 'fidelidad', 'franqueza', 'amistad', 'adhesión', 'cumplimiento', 'devoción', 'honradez', 'observancia']"
lección,"['lectura', 'leída', 'repaso', 'ojeada', 'recital', 'recitación']"
lechada,"['argamasa', 'encalado', 'cal', 'yeso']"
lechal,"['lechón', 'cochinillo']"
lechazo,"['lechal', 'lactante', 'lechón']"
leche,"['látex', 'caucho', 'resina', 'goma']"
lechería,"['granja', 'huevería']"
lechigada,"['cuadrilla', 'pandilla', 'banda', 'grupo']"
lecho,"['álveo', 'cauce', 'madre', 'vaguada', 'curso', 'quebrada', 'cañada']"
lechoso,"['lácteo', 'láctico', 'lactífero']"
lechón,"['lechal', 'lactante', 'lechazo']"
lechucear,"['gulusmear', 'golosinear', 'lambrucear', 'lambucear']"
lechuguino,"['petimetre', 'figurín', 'pisaverde', 'currutaco', 'gomoso', 'presumido', 'dandi', 'elegante', 'coqueto']"
lectivo,"['oficial', 'escolar', 'hábil', 'laboral']"
lector,"['maestro', 'profesor', 'catedrático', 'conferenciante', 'disertador']"
lectura,"['versión', 'traducción', 'interpretación']"
leedor,"['lector', 'leyente']"
leer,"['descifrar', 'estudiar', 'interpretar', 'repasar', 'analizar', 'ojear', 'deletrear']"
legación,"['delegación', 'representación', 'embajada', 'comisión', 'comunicado']"
legado,"['obsequio', 'regalo', 'agasajo', 'dádiva', 'donación', 'donativo', 'gratificación', 'ofrenda', 'presente']"
legajo,"['expediente', 'documentación', 'dossier', 'papeles', 'carpeta']"
legal,"['notarial', 'registrado', 'legalizado', 'oficial']"
legalidad,"['licitud', 'legitimidad', 'derecho', 'justicia', 'ley', 'vigencia', 'rectitud', 'moralidad']"
legalización,"['legitimación', 'certificación']"
legalizado,"['notarial', 'registrado', 'legal', 'oficial']"
legalizar,"['refrendar', 'legitimar', 'atestiguar', 'autorizar', 'ratificar', 'certificar', 'documentar', 'escriturar', 'firmar', 'patentar', 'reglamentar', 'rubricar']"
leganal,"['barrero', 'cenagal', 'fangal', 'lodazal', 'tremedal', 'lamedal', 'tembladal', 'barrizal', 'ciénaga']"
legaña,"['pitaña', 'lagaña', 'pitarra']"
legañoso,"['pitarroso', 'pitañoso']"
legar,"['testar', 'dejar', 'mandar', 'otorgar', 'transmitir', 'donar', 'ceder', 'encomendar', 'transferir', 'delegar']"
legatario,"['usuario', 'sucesor', 'favorecido', 'adjudicatario', 'agraciado', 'becario', 'heredero', 'beneficiario', 'usufructuario', 'afortunado']"
legendario,"['mítico', 'fabuloso', 'proverbial', 'quimérico', 'utópico', 'maravilloso', 'inverosímil']"
legible,"['comprensible', 'claro', 'descifrable', 'fácil', 'inteligible']"
legión,"['muchedumbre', 'masa', 'tropel', 'cantidad', 'multitud', 'enjambre', 'hormiguero']"
legislación,"['ley', 'justicia', 'jurisprudencia', 'legalidad', 'estatuto', 'código', 'constitución', 'norma', 'precepto', 'disposición', 'edicto']"
legislador,['licurgo']
legislar,"['codificar', 'promulgar', 'legalizar', 'disponer', 'establecer', 'estatuir', 'firmar', 'proclamar', 'decretar', 'sancionar']"
legislativo,"['judicial', 'legal', 'jurídico', 'procesal', 'contencioso', 'sumarial']"
legislatura,"['reunión', 'sesión', 'asamblea', 'plazo', 'tiempo', 'lapso', 'vigencia']"
legitimación,"['sanción', 'aprobación', 'ratificación', 'beneplácito', 'consentimiento']"
legitimar,"['legalizar', 'refrendar', 'atestiguar', 'autorizar', 'ratificar', 'certificar', 'documentar', 'escriturar', 'firmar', 'patentar', 'reglamentar', 'rubricar']"
legitimidad,"['ortodoxia', 'conformidad']"
legítimo,"['razonable', 'mediano ', 'regular ', 'moderado ', 'bastante ', 'arreglado', 'justo', 'comprensible']"
lego,"['profano', 'ignorante', 'desconocedor', 'inculto', 'iletrado', 'analfabeto']"
legrar,"['raspar', 'raer', 'rasar']"
leguleyo,"['picapleitos', 'abogaducho']"
legumbre,"['verdura', 'hortaliza', 'vegetal', 'semilla', 'grano', 'fruto', 'planta']"
leída,"['lectura', 'lección', 'repaso', 'ojeada', 'recital', 'recitación']"
leído,"['letrado', 'erudito', 'culto', 'ilustrado', 'docto', 'sabio', 'cultivado']"
leja,"['alacena', 'hornacina', 'estantería', 'aparador', 'vasar', 'repisa', 'anaquel', 'estante']"
lejanía,"['lontananza', 'alejamiento', 'confín', 'distancia']"
lejano,"['pasado', 'antiguo', 'venidero', 'futuro', 'porvenir', 'mañana']"
lejía,"['cernada', 'colada', 'recuelo']"
lejos,"['aparte', 'apartado', 'separado', 'a distancia']"
lelo,"['simple', 'papanatas', 'bobo', 'necio', 'tonto', 'atontado', 'babieca', 'memo', 'mentecato', 'lila', 'simplón', 'pazguato']"
lema,"['membrete', 'epígrafe', 'encabezamiento', 'título', 'rótulo']"
lemosín,"['occitano', 'provenzal']"
lencería,"['ropa de cama', 'ropa interior', 'ropa blanca']"
lene,"['vago', 'indeterminado', 'leve', 'ligero', 'vaporoso', 'ingrávido', 'liviano', 'sutil', 'tenue', 'etéreo']"
lengua,['sinhueso']
lenguaje,"['léxico', 'glosario', 'diccionario', 'lexicón', 'vocabulario', 'terminología', 'jerga']"
lenguarada,"['lengüetada', 'lamida', 'lametón', 'lengüetazo', 'lamedura']"
lenguaraz,"['insolente', 'deslenguado', 'malhablado', 'descarado', 'desvergonzado', 'maldiciente', 'murmurador']"
lengüeta,"['placa', 'lámina', 'espiga', 'chapa', 'tira']"
lengüetada,['lengüetazo']
lengüetazo,"['lengüetada', 'lamida', 'lametón', 'lamedura', 'lenguarada']"
lengüetear,"['lamer', 'chupar', 'relamer']"
lenidad,"['blandura', 'benevolencia', 'flexibilidad', 'suavidad', 'dulzura', 'sosiego', 'moderación', 'elasticidad', 'ductilidad', 'maleabilidad', 'flacidez', 'inconsistencia', 'afabilidad', 'benignidad', 'bondad', 'delicadeza', 'indolencia', 'mansedumbre', 'ternura', 'flema', 'debilidad', 'flojedad']"
lenificar,"['aliviar', 'alandar ', 'calmar', 'mitigar', 'dulcificar', 'suavizar']"
lenitivo,"['emulgente', 'emoliente', 'albandante']"
lenocinio,"['proxenetismo', 'prostitución', 'alcahuetería', 'rufianería']"
lentamente,"['pausadamente', 'paulatinamente', 'despaciosamente']"
lente,"['vidrio', 'cristal', 'lupa', 'telescopio', 'lentilla', 'monóculo']"
lente de contacto,['lentilla']
lentecer,"['ablandarse', 'reblandecerse ']"
lentejuela,"['abalorio', 'oropel', 'quincalla', 'adorno', 'laminilla', 'rocalla']"
lentes,"['quevedos', 'gafas', 'antiparras', 'prismáticos', 'anteojos', 'gemelos']"
lenticular,"['convexo', 'cóncavo', 'combado', 'circular', 'discoidal']"
lentificar,['acelerar']
"lentificar, desacelerar","['lentificar, desacelerar']"
lentilla,"['lente', 'vidrio', 'cristal', 'lupa', 'telescopio', 'monóculo']"
lentitud,"['morosidad', 'tardanza', 'dilación', 'duración', 'sosiego', 'tranquilidad', 'cachaza', 'calma', 'flema', 'pachorra', 'parsimonia', 'cuajo', 'papo']"
lento,"['sosegado', 'pausado', 'tranquilo', 'cachazudo', 'calmoso', 'moroso', 'paulatino', 'gradual', 'premioso', 'tardo', 'flemático', 'pánfilo', 'parsimonioso', 'pachorrudo']"
leña,['yesca']
leñazo,"['golpe', 'choque', 'impacto', 'topetazo', 'golpazo', 'trastazo', 'porrazo']"
leño,"['tronco', 'madera', 'rama', 'tarugo', 'madero', 'poste', 'traviesa', 'toza', 'quima']"
leonado,"['rubio', 'bermejo', 'castaño', 'rojizo', 'pardo']"
leonera,"['zaquizamí', 'cuartucho', 'desván', 'tabuco', 'tugurio', 'zahúrda', 'cuchitril', 'cueva']"
leonino,"['abusivo', 'injusto', 'desmesurado', 'desorbitado', 'exagerado', 'exorbitante', 'desproporcionado', 'desmedido', 'rocambolesco']"
leontina,"['línea', 'ristra', 'renglón', 'hilera', 'andana', 'fila', 'ringlera', 'sarta', 'cadena', 'serie', 'columna', 'cadeneta', 'sucesión', 'continuación', 'encadenamiento', 'enlace']"
león,"['valiente', 'bizarro', 'audaz', 'arrojado', 'bravo', 'héroe', 'arrogante', 'valeroso']"
lepra,"['malatía', 'lacería', 'albarazo']"
leprosería,"['lazareto', 'malatía']"
lerdo,"['lento', 'torpe', 'babieca', 'bobo', 'memo', 'necio', 'tonto']"
lesbia,"['lesbiana', 'homosexual', 'tortillera', 'torta']"
lesbiana,"['lesbia', 'homosexual', 'tortillera', 'torta']"
lesbiano,"['sáfico', 'lésbico']"
lesionado,"['lisiado', 'inválido', 'paralítico', 'impedido', 'mutilado', 'tullido', 'baldado', 'atrofiado', 'cansado', 'agotado', 'destrozado ']"
lesionar,"['lisiar', 'mutilar', 'tullir', 'baldar', 'herir', 'lastimar', 'cercenar', 'desmembrar', 'amputar', 'castrar', 'cortar']"
lesionarse,"['escoñarse', 'accidentarse', 'lastimarse']"
lesión,"['perjuicio', 'detrimento', 'menoscabo', 'daño', 'deterioro', 'mal', 'ofensa', 'agravio', 'ultraje']"
letal,"['mortífero', 'mortal', 'venenoso', 'pernicioso', 'ofensivo', 'perjudicial']"
letanía,"['invocación', 'discurso', 'ristra', 'ruego', 'sarta', 'sucesión', 'súplica', 'retahíla', 'rollo']"
letargo,['hibernación']
letra,"['signo', 'carácter', 'grafema', 'símbolo']"
letra de cambio,"['boleta', 'cheque', 'libramiento', 'libranza', 'pagaré', 'talón']"
letrado,"['leído', 'instruido', 'erudito', 'culto', 'docto', 'enterado', 'ilustrado', 'sabio', 'conocedor']"
letras,"['saber', 'cultura']"
letrero,"['rótulo', 'cartel', 'anuncio', 'pancarta', 'placa', 'epígrafe', 'inscripción', 'leyenda', 'título', 'aviso']"
letrilla,"['romance', 'copla', 'rondó', 'seguidilla', 'jarcha']"
letrina,"['lavabo', 'servicio', 'excusado', 'retrete', 'aseo', 'baño', 'tocador', 'wáter ']"
leucocito,"['glóbulo', 'eritrocito', 'hematíe', 'glóbulo rojo']"
leudar,['recentar']
leva,"['palanca', 'álabe', 'barra', 'alzaprima']"
levadura,"['diastasa', 'fermento', 'catalizador']"
levantado,"['sublime', 'noble', 'eminente', 'encumbrado', 'alto', 'elevado', 'importante', 'insigne', 'destacado', 'sobresaliente', 'prominente']"
levantamiento,"['rebelión', 'alzamiento', 'insurrección', 'sublevación']"
levantar,"['subir', 'alzar', 'elevar', 'izar', 'blandir', 'aupar', 'empinar', 'encaramar', 'erguir', 'empuñar', 'enarbolar', 'agitar', 'amenazar', 'arbolar', 'balancear', 'blandear', 'mover']"
levantar acta,"['atestar', 'atestiguar', 'testificar']"
levantarse,"['rebelarse', 'sublevarse', 'insurreccionarse', 'desobedecer', 'resistir', 'oponerse']"
levante,"['oriente', 'este', 'saliente', 'naciente']"
levantisco,"['subversivo', 'alborotador', 'díscolo', 'indócil', 'revoltoso', 'turbulento', 'indómito', 'insurrecto', 'insumiso', 'rebelde', 'irredento']"
levar,"['izar', 'elevar', 'alzar', 'levantar']"
levar anclas,"['partir', 'zarpar', 'marchar', 'salir']"
leve,"['venial', 'ligero']"
levedad,['venialidad']
levemente,"['ligeramente', 'tenuemente', 'sutilmente']"
leviatán,['monstruo']
levita,"['librea', 'casaca', 'levitón', 'uniforme']"
levitón,"['librea', 'casaca', 'levita', 'uniforme']"
lexicón,"['léxico', 'glosario', 'diccionario', 'vocabulario', 'terminología', 'lenguaje', 'jerga']"
ley,"['postulado', 'principio']"
leyenda,"['letrero', 'rótulo', 'cartel', 'anuncio', 'pancarta', 'placa', 'epígrafe', 'inscripción', 'título', 'aviso']"
leyente,"['lector', 'leedor']"
leyes,"['abogacía', 'derecho', 'jurisprudencia']"
lezna,"['subilla', 'alezna', 'punzón']"
légamo,"['lama', 'fango', 'lodo', 'cardenillo', 'cieno', 'moho']"
lésbico,"['lesbiano', 'sáfico']"
léxico,"['glosario', 'diccionario', 'lexicón', 'vocabulario', 'terminología', 'lenguaje', 'jerga']"
liado,"['atado', 'amarrado', 'anudado', 'enlazado', 'ligado', 'ceñido']"
liana,"['enredadera', 'bejuco', 'hiedra']"
liante,"['lioso', 'urdidor', 'maquinador', 'intrigante', 'enredador']"
liar,"['envolver', 'atar', 'enrollar', 'sujetar', 'amarrar', 'empaquetar', 'embalar', 'ligar', 'enlazar']"
liarse,"['entrampar', 'hipotecarse ', 'enredar', 'comprometerse', 'timar', 'responsabilizarse', 'empeñarse', 'bloquear']"
libación,"['sorbo', 'succión', 'trago', 'degustación', 'paladeo', 'saboreo']"
libar,"['beber', 'tragar', 'tomar', 'succionar', 'absorber', 'ingerir', 'escanciarse ', 'pimplar', 'refrescar', 'soplar', 'chingar', 'trincar', 'paladear', 'sorber', 'chupar', 'catar']"
libelo,"['folleto', 'panfleto', 'pasquín', 'escrito']"
liberación,"['quitación', 'quita', 'perdón', 'condonación']"
liberado,"['salvado', 'rescatado', 'librado', 'redimido']"
liberador,"['libertador', 'redentor', 'salvador', 'defensor', 'emancipador', 'salvaguarda', 'salvaguardia']"
liberal,"['largo', 'espléndido', 'generoso', 'desprendido', 'dadivoso', 'abundante', 'dispendioso', 'derrochador']"
liberalidad,"['nobleza', 'benevolencia', 'caballerosidad', 'generosidad', 'hidalguía', 'lealtad', 'magnanimidad', 'longanimidad', 'clemencia', 'indulgencia', 'afabilidad', 'condescendencia', 'benignidad', 'bondad', 'predilección', 'simpatía', 'amabilidad', 'cordialidad', 'docilidad', 'dulzura', 'mansedumbre', 'sensibilidad', 'ternura', 'tolerancia']"
liberalismo,"['reformismo', 'progresismo', 'tolerancia', 'comprensión']"
liberalizar,"['descargar', 'dispensar', 'eximir', 'perdonar', 'librar', 'liberar']"
liberar,"['salvar', 'rescatar', 'librar', 'redimir', 'auxiliar', 'defender', 'guardar']"
libertad,"['soltura', 'facilidad', 'desenvolvimiento', 'atrevimiento', 'osadía']"
libertado,"['libre', 'librado', 'rescatado', 'suelto', 'redimido', 'excarcelado', 'evadido', 'huido', 'fugado', 'escapado']"
libertador,"['liberador', 'redentor', 'salvador', 'defensor', 'emancipador', 'salvaguarda', 'salvaguardia']"
libertar,"['zafar', 'desembarazar', 'librar', 'soltarse', 'escaparse']"
libertario,"['redentor', 'eximente', 'anárquico', 'ácrata', 'anarquista']"
libertina,"['bacante', 'impúdica', 'descocada', 'voluptuosa', 'desvergonzada', 'desenfrenada']"
libertinaje,"['desenfreno', 'inmoralidad', 'vicio', 'deshonestidad', 'sensualidad', 'impudicia', 'lujuria', 'indecencia', 'liviandad']"
libertino,"['sensual', 'licencioso', 'impúdico', 'obsceno', 'calavera', 'desenfrenado', 'vicioso', 'libidinoso', 'disoluto', 'crápula', 'perdido']"
liberto,"['franco', 'horro', 'manumiso']"
libidine,"['salacidad', 'lujuria', 'lascivia', 'concupiscencia', 'lubricidad', 'libidinosidad']"
libidinosidad,"['salacidad', 'lujuria', 'lascivia', 'concupiscencia', 'lubricidad', 'libidine']"
libidinoso,"['sátiro', 'lujurioso', 'lascivo', 'lúbrico', 'impúdico', 'inmoral', 'rijoso', 'verde']"
libido,"['libídine', 'lujuria', 'lascivia', 'sensualidad', 'concupiscencia', 'erotismo']"
libídine,"['lujuria', 'libido', 'lascivia', 'sensualidad', 'concupiscencia', 'erotismo']"
librado,"['salvado', 'rescatado', 'liberado', 'redimido']"
librador,"['dador', 'portador', 'donador', 'comisionado']"
libramiento,"['libranza', 'talón', 'pagaré', 'cheque', 'giro', 'entrega', 'póliza', 'otorgamiento', 'adjudicación', 'ofrenda', 'donación', 'dádiva', 'concesión']"
libranza,"['talón', 'libramiento', 'pagaré', 'cheque', 'giro', 'entrega', 'póliza', 'otorgamiento', 'adjudicación', 'ofrenda', 'donación', 'dádiva', 'concesión']"
librar,"['zafar', 'desembarazar', 'libertar', 'soltarse', 'escaparse']"
librarse,"['zafar', 'escaparse', 'esconderse', 'huir', 'excusarse ', 'rehuir ', 'evitar ', 'librarse ', 'esquivarse ']"
libre,"['vacante', 'desocupado', 'vacío', 'disponible', 'expedito', 'vacuo', 'vacancia', 'vaco']"
